,Code,Country,Severities,Trigger Dates,Score,Long Sev,Long Trig,Method
91,MZ,Mozambique,"[0.0, 1.0, 0.5, 0.85, 0.65, 0.9, 0.8, 0.85, 0.9, 0.65, 0.7, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.5, 0.7, 0.9, 0.95, 1.0, 0.95, 0.9, 0.9]","[1, 14, 158, 181, 262, 285, 316, 333, 348, 375, 392, 417, 447, 468, 495, 508, 523, 546, 573, 594, 611, 630, 641, 656, 663]",0.011097452504747935,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.85, 0.85, 0.85, 0.65, 0.9, 0.9, 0.9, 0.8, 0.85, 0.9, 0.65, 0.7, 0.9, 0.9, 0.95, 0.9, 0.85, 0.9, 0.95, 0.5, 0.7, 0.9, 0.95, 1.0, 0.95, 0.9, 0.9, 0.85]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 158, 181, 208, 235, 262, 285, 296, 303, 316, 333, 348, 375, 392, 417, 424, 447, 468, 495, 508, 523, 546, 573, 594, 611, 630, 641, 656, 663, 678]",Old result good enough
92,MM,Burma,"[0.0, 1.0, 0.0, 0.8, 0.9, 0.85, 0.9, 1.0, 0.95, 1.0, 0.9, 0.6, 0.2, 0.35, 0.5, 0.9, 0.95, 0.9, 0.95]","[1, 14, 271, 296, 313, 338, 378, 424, 451, 466, 496, 532, 559, 568, 575, 598, 613, 632, 666]",0.009403028471262882,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.8, 0.9, 0.85, 0.85, 0.9, 0.9, 0.9, 0.9, 1.0, 0.95, 1.0, 1.0, 0.9, 0.9, 0.6, 0.2, 0.35, 0.5, 0.9, 0.95, 0.9, 0.9, 0.9, 0.9, 0.95, 0.9]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 140, 147, 154, 161, 168, 175, 182, 189, 196, 203, 210, 217, 244, 271, 296, 313, 338, 351, 378, 385, 392, 403, 424, 451, 466, 481, 496, 511, 532, 559, 568, 575, 598, 613, 632, 639, 646, 653, 666, 675]",Old result good enough
93,NA,Namibia,"[0.0, 1.0, 0.8, 0.65, 0.9, 0.95, 0.9, 0.55, 0.75, 0.7, 0.8, 0.9, 0.85, 0.8, 0.85, 0.75, 0.7, 0.75, 0.9, 0.8, 0.75, 0.8, 0.85]","[1, 14, 206, 233, 260, 287, 314, 331, 350, 377, 392, 413, 428, 445, 489, 514, 539, 577, 596, 629, 642, 649, 664]",0.008524110685555072,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.65, 0.9, 0.95, 0.9, 0.55, 0.75, 0.7, 0.8, 0.9, 0.85, 0.8, 0.8, 0.85, 0.75, 0.7, 0.7, 0.7, 0.7, 0.75, 0.9, 0.9, 0.9, 0.8, 0.75, 0.8, 0.85, 0.8]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 179, 206, 233, 260, 287, 314, 331, 350, 377, 392, 413, 428, 445, 464, 489, 514, 539, 554, 563, 570, 577, 596, 603, 610, 629, 642, 649, 664, 679]",Old result good enough
94,NP,Nepal,"[0.0, 1.0, 0.85, 0.75, 0.0, 0.75, 0.85, 0.75, 0.8, 0.75, 0.85, 0.8, 0.85, 0.4, 0.55, 0.65, 1.0, 0.15, 0.75, 0.9, 0.8, 0.9, 0.8, 0.75]","[1, 14, 152, 206, 233, 254, 269, 294, 321, 338, 370, 395, 410, 419, 426, 433, 452, 492, 515, 530, 580, 630, 647, 669]",0.013348370045790845,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 0.85, 0.75, 0.0, 0.75, 0.85, 0.75, 0.8, 0.75, 0.75, 0.85, 0.8, 0.85, 0.4, 0.55, 0.65, 1.0, 1.0, 0.15, 0.75, 0.9, 0.9, 0.9, 0.9, 0.8, 0.8, 0.8, 0.8, 0.9, 0.8, 0.8, 0.75]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 125, 152, 179, 206, 233, 254, 269, 294, 321, 338, 347, 370, 395, 410, 419, 426, 433, 452, 465, 492, 515, 530, 537, 544, 557, 580, 587, 594, 605, 630, 647, 658, 669]",Old result good enough
95,NL,Netherlands,"[0.0, 1.0, 0.0, 0.75, 0.9, 0.95, 0.75, 0.65, 0.3, 0.55, 0.6, 0.75, 0.6, 0.7, 0.75, 0.7, 0.65, 0.75, 0.85, 0.9, 0.45, 0.75, 0.85, 0.7]","[1, 14, 80, 107, 130, 145, 226, 249, 276, 301, 326, 347, 362, 400, 440, 467, 494, 513, 536, 551, 578, 601, 622, 675]",0.013977921021985378,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.75, 0.9, 0.95, 0.95, 0.95, 0.75, 0.65, 0.3, 0.55, 0.6, 0.75, 0.6, 0.6, 0.7, 0.7, 0.75, 0.7, 0.65, 0.75, 0.85, 0.9, 0.45, 0.75, 0.85, 0.85, 0.85, 0.7]","[1, 14, 27, 40, 53, 80, 107, 130, 145, 172, 199, 226, 249, 276, 301, 326, 347, 362, 379, 400, 415, 440, 467, 494, 513, 536, 551, 578, 601, 622, 637, 652, 675]",Old result good enough
96,KM,Comoros,"[0.0, 1.0, 0.0, 0.9, 0.7, 0.75, 0.8, 1.0, 0.0, 0.95, 1.0, 0.0, 0.1, 0.45, 0.6, 1.0, 0.95, 1.0, 0.0]","[1, 14, 121, 159, 172, 179, 186, 205, 367, 435, 442, 561, 568, 575, 582, 589, 659, 666, 673]",0.10093274521656087,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.9, 0.7, 0.75, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.4, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 0.0, 0.0, 0.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 114, 121, 138, 159, 172, 179, 186, 205, 232, 259, 286, 313, 340, 367, 374, 381, 388, 395, 402, 409, 416, 435, 442, 449, 456, 463, 470, 477, 484, 491, 498, 505, 512, 519, 526, 533, 540, 547, 554, 561, 568, 575, 582, 589, 596, 603, 610, 617, 624, 631, 638, 645, 652, 659, 666, 673, 680, 695]",Old result retained on extend - better than new 
97,KW,Kuwait,"[0.0, 1.0, 0.2, 0.8, 0.9, 0.95, 0.9, 0.85, 0.9, 0.85, 0.8, 0.9, 0.95, 0.9, 0.95, 0.6, 0.75, 0.8, 0.45, 0.5, 0.8, 0.85, 0.9, 0.8, 0.75, 0.95, 1.0]","[1, 14, 133, 154, 175, 192, 201, 224, 241, 268, 291, 319, 353, 364, 385, 412, 442, 520, 547, 554, 577, 592, 615, 630, 645, 670, 685]",0.018177934832407008,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.8, 0.9, 0.95, 0.9, 0.85, 0.9, 0.85, 0.8, 0.8, 0.9, 0.9, 0.95, 0.9, 0.95, 0.6, 0.6, 0.75, 0.75, 0.75, 0.75, 0.8, 0.45, 0.5, 0.8, 0.85, 0.9, 0.8, 0.75, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 154, 175, 192, 201, 224, 241, 268, 291, 298, 319, 326, 353, 364, 385, 412, 421, 442, 469, 490, 499, 520, 547, 554, 577, 592, 615, 630, 645, 670, 685]",reoptimized on extend
98,DJ,Djibouti,"[0.0, 1.0, 0.0, 0.25, 0.7, 0.65, 0.9, 1.0, 0.85, 0.9, 1.0, 0.4, 1.0, 0.0, 0.6, 1.0, 0.0, 0.15, 0.6, 0.8, 0.85, 0.9, 0.85, 1.0, 0.65, 0.75, 0.7, 0.8, 0.9, 0.85, 0.9, 0.35, 0.85, 0.95, 0.85]","[1, 14, 95, 116, 137, 154, 177, 198, 221, 275, 294, 348, 363, 392, 421, 434, 441, 508, 515, 522, 529, 543, 550, 564, 578, 585, 592, 599, 606, 613, 620, 635, 656, 673, 703]",0.0716041807216947,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.25, 0.7, 0.65, 0.9, 1.0, 0.85, 0.85, 0.9, 1.0, 1.0, 0.4, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.6, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.6, 0.8, 0.85, 0.85, 0.9, 0.85, 0.85, 1.0, 1.0, 0.65, 0.75, 0.7, 0.8, 0.9, 0.85, 0.9, 0.35, 0.85, 0.95, 0.95, 0.85]","[1, 14, 27, 40, 53, 66, 79, 88, 95, 116, 137, 154, 177, 198, 221, 248, 275, 294, 321, 348, 363, 378, 385, 392, 399, 406, 421, 434, 441, 448, 455, 466, 473, 480, 487, 494, 501, 508, 515, 522, 529, 536, 543, 550, 557, 564, 571, 578, 585, 592, 599, 606, 613, 620, 635, 656, 673, 680, 703]",reoptimized on extend
99,LU,Luxembourg,"[0.0, 1.0, 0.05, 0.85, 0.9, 0.95, 1.0, 0.5, 0.8, 1.0, 0.45, 0.6, 0.75, 0.7, 0.75, 0.8, 0.7, 0.85, 0.8, 0.75, 1.0, 0.2, 0.3, 0.75, 0.7, 0.4, 0.35, 0.65]","[1, 14, 89, 112, 133, 158, 185, 212, 233, 254, 281, 308, 335, 360, 381, 403, 418, 467, 499, 520, 547, 572, 587, 614, 629, 656, 671, 696]",0.014916475011883878,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.05, 0.85, 0.9, 0.95, 1.0, 0.5, 0.8, 1.0, 0.45, 0.6, 0.75, 0.7, 0.75, 0.75, 0.8, 0.7, 0.7, 0.7, 0.85, 0.85, 0.8, 0.75, 1.0, 0.2, 0.3, 0.75, 0.7, 0.4, 0.35, 0.65]","[1, 14, 27, 40, 53, 62, 89, 112, 133, 158, 185, 212, 233, 254, 281, 308, 335, 360, 381, 388, 403, 418, 429, 442, 467, 474, 499, 520, 547, 572, 587, 614, 629, 656, 671, 696]",reoptimized on extend
100,MV,Maldives,"[0.0, 1.0, 0.55, 0.9, 0.95, 0.75, 0.9, 0.8, 0.9, 0.95, 0.75, 0.8, 1.0, 0.65, 0.8, 0.85, 0.0, 0.8, 0.9, 0.8, 0.75, 0.65, 0.4, 0.45, 0.75]","[1, 14, 132, 155, 178, 195, 214, 233, 252, 271, 313, 327, 348, 392, 419, 444, 486, 526, 547, 581, 609, 622, 650, 659, 682]",0.013549331681085726,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 0.9, 0.95, 0.75, 0.9, 0.8, 0.9, 0.95, 0.95, 0.75, 0.75, 0.8, 1.0, 1.0, 0.65, 0.8, 0.85, 0.85, 0.0, 0.0, 0.8, 0.9, 0.9, 0.9, 0.9, 0.8, 0.8, 0.8, 0.8, 0.75, 0.65, 0.65, 0.4, 0.45, 0.75]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 132, 155, 178, 195, 214, 233, 252, 271, 290, 313, 320, 327, 348, 375, 392, 419, 444, 459, 486, 503, 526, 547, 554, 561, 568, 581, 588, 595, 602, 609, 622, 635, 650, 659, 682]",reoptimized on extend
101,OM,Oman,"[0.0, 1.0, 0.85, 0.8, 0.7, 0.8, 0.75, 0.8, 0.85, 0.9, 0.95, 0.75, 0.7, 0.75, 0.6, 0.8, 0.65, 0.85, 0.9, 0.85, 0.95, 0.8, 0.95]","[1, 14, 106, 133, 160, 185, 202, 229, 282, 352, 377, 394, 421, 448, 471, 490, 541, 567, 584, 591, 608, 665, 678]",0.01329144267537807,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.85, 0.8, 0.7, 0.8, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.9, 0.95, 0.75, 0.7, 0.75, 0.6, 0.8, 0.8, 0.8, 0.65, 0.65, 0.85, 0.9, 0.85, 0.95, 0.95, 0.95, 0.8, 0.95]","[1, 14, 27, 40, 53, 66, 79, 106, 133, 160, 185, 202, 229, 236, 243, 250, 257, 282, 291, 298, 305, 318, 325, 352, 377, 394, 421, 448, 471, 490, 497, 524, 541, 548, 567, 584, 591, 608, 623, 638, 665, 678]",Old result good enough
102,PK,Pakistan,"[0.0, 1.0, 0.35, 0.65, 0.8, 0.75, 0.85, 0.9, 0.95, 0.9, 0.85, 0.75, 0.8, 0.7, 0.8, 0.85, 0.9, 0.85, 0.9, 0.85, 0.8, 0.85, 0.9, 0.75, 0.8, 0.85, 0.9, 0.95, 0.9]","[1, 14, 93, 116, 139, 166, 183, 198, 221, 244, 267, 294, 311, 324, 345, 360, 385, 408, 429, 438, 463, 498, 517, 587, 604, 619, 640, 667, 682]",0.012608860161163613,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 0.65, 0.8, 0.75, 0.85, 0.9, 0.95, 0.9, 0.85, 0.75, 0.8, 0.7, 0.8, 0.85, 0.9, 0.85, 0.85, 0.85, 0.9, 0.85, 0.8, 0.8, 0.8, 0.85, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.75, 0.8, 0.85, 0.9, 0.95, 0.9]","[1, 14, 27, 40, 53, 66, 93, 116, 139, 166, 183, 198, 221, 244, 267, 294, 311, 324, 345, 360, 385, 408, 415, 422, 429, 438, 463, 478, 485, 498, 517, 532, 539, 546, 553, 562, 587, 604, 619, 640, 667, 682]",Old result good enough
103,PA,Panama,"[0.0, 1.0, 0.3, 0.8, 0.85, 0.7, 0.75, 0.85, 0.8, 0.75, 0.65, 0.75, 0.8, 0.75, 0.8, 0.65, 0.7, 0.6, 0.65, 0.7, 0.8, 0.85, 0.9]","[1, 14, 103, 124, 133, 183, 200, 223, 284, 332, 359, 380, 399, 439, 458, 498, 532, 559, 584, 611, 643, 660, 675]",0.01018127613255452,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3, 0.8, 0.85, 0.85, 0.7, 0.75, 0.85, 0.85, 0.85, 0.85, 0.85, 0.8, 0.8, 0.75, 0.65, 0.75, 0.8, 0.8, 0.75, 0.8, 0.8, 0.65, 0.65, 0.7, 0.6, 0.65, 0.7, 0.7, 0.8, 0.85, 0.9]","[1, 14, 27, 40, 53, 80, 103, 124, 133, 160, 183, 200, 223, 230, 237, 244, 259, 284, 307, 332, 359, 380, 399, 412, 439, 458, 473, 498, 513, 532, 559, 584, 611, 622, 643, 660, 675]",Old result good enough
104,PG,Papua New Guinea,"[0.0, 1.0, 0.55, 0.9, 1.0, 0.6, 0.95, 1.0, 0.65, 0.35, 0.75, 0.8, 0.85, 0.95, 0.6, 0.65, 0.85, 1.0, 0.25, 0.8, 0.75, 0.85]","[1, 14, 217, 238, 295, 352, 373, 384, 411, 438, 457, 472, 487, 538, 561, 568, 583, 600, 624, 647, 664, 687]",0.007564031831506687,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 0.6, 0.95, 1.0, 0.65, 0.35, 0.75, 0.8, 0.85, 0.85, 0.85, 0.85, 0.85, 0.95, 0.6, 0.65, 0.85, 1.0, 1.0, 0.25, 0.8, 0.75, 0.85]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 144, 157, 170, 183, 190, 217, 238, 265, 280, 295, 310, 325, 352, 373, 384, 411, 438, 457, 472, 487, 494, 501, 508, 515, 538, 561, 568, 583, 600, 607, 624, 647, 664, 687]",Old result good enough
105,PY,Paraguay,"[0.0, 1.0, 0.95, 1.0, 0.7, 0.65, 0.8, 0.85, 0.9, 0.85, 0.8, 0.85, 0.8, 0.7, 0.75, 0.8, 0.75, 0.8, 0.75, 0.95, 0.8]","[1, 14, 120, 137, 191, 243, 262, 285, 318, 331, 350, 377, 407, 457, 474, 504, 523, 567, 616, 648, 665]",0.00703504704770191,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 1.0, 0.7, 0.7, 0.65, 0.8, 0.85, 0.85, 0.85, 0.9, 0.85, 0.8, 0.85, 0.85, 0.8, 0.8, 0.7, 0.75, 0.75, 0.8, 0.75, 0.75, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75, 0.75, 0.95, 0.6]","[1, 14, 27, 40, 53, 66, 93, 120, 137, 164, 191, 218, 243, 262, 285, 292, 299, 318, 331, 350, 377, 384, 407, 434, 457, 474, 481, 504, 523, 534, 541, 548, 567, 574, 581, 590, 597, 616, 627, 648, 675]",Old result good enough
106,KZ,Kazakhstan,"[0.0, 1.0, 0.8, 0.9, 0.8, 0.3, 0.75, 0.7, 0.75, 0.9, 0.95, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.4, 0.5, 0.75, 1.0, 0.8, 0.85, 0.7, 0.75, 0.85, 0.9, 0.85]","[1, 14, 102, 129, 156, 183, 204, 215, 226, 245, 262, 277, 298, 355, 366, 426, 435, 442, 449, 462, 481, 498, 513, 540, 583, 617, 636, 694]",0.01783204739066561,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.9, 0.8, 0.3, 0.75, 0.7, 0.75, 0.9, 0.95, 0.85, 0.8, 0.8, 0.8, 0.85, 0.8, 0.8, 0.8, 0.8, 0.85, 0.8, 0.4, 0.5, 0.75, 1.0, 0.8, 0.85, 0.7, 0.7, 0.7, 0.75, 0.75, 0.85, 0.9, 0.9, 0.9, 0.9, 0.85]","[1, 14, 27, 40, 53, 66, 75, 102, 129, 156, 183, 204, 215, 226, 245, 262, 277, 298, 313, 332, 355, 366, 381, 396, 405, 426, 435, 442, 449, 462, 481, 498, 513, 540, 549, 556, 583, 600, 617, 636, 645, 656, 669, 694]",reoptimized on extend
107,HN,Honduras,"[0.0, 1.0, 0.6, 0.8, 0.85, 0.8, 0.9, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.8, 0.85, 0.9, 0.8, 0.75, 0.8, 0.9, 0.8, 0.75, 0.8, 0.85, 0.8, 0.85, 0.9, 0.9]","[1, 14, 100, 123, 148, 175, 227, 257, 274, 289, 300, 327, 346, 359, 376, 395, 425, 453, 464, 491, 504, 525, 550, 593, 600, 629, 636, 649, 676, 691]",0.01669112258541248,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 0.8, 0.85, 0.8, 0.8, 0.9, 0.9, 0.85, 0.9, 0.85, 0.9, 0.85, 0.9, 0.8, 0.75, 0.8, 0.8, 0.85, 0.85, 0.85, 0.85, 0.9, 0.8, 0.75, 0.8, 0.9, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75, 0.8, 0.8, 0.8, 0.85, 0.8, 0.85, 0.9, 0.9]","[1, 14, 27, 40, 53, 66, 73, 100, 123, 148, 175, 202, 227, 234, 257, 274, 289, 300, 327, 346, 359, 376, 395, 402, 425, 432, 439, 446, 453, 464, 491, 504, 525, 550, 565, 572, 579, 586, 593, 600, 607, 614, 629, 636, 649, 676, 691]",reoptimized on extend
108,PL,Poland,"[0.0, 1.0, 0.8, 0.35, 0.85, 0.9, 0.85, 0.9, 0.8, 0.7, 0.6, 0.7, 0.8, 0.85, 0.75, 0.8, 0.85, 0.8, 0.75, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.9, 0.75, 0.7, 0.6, 0.6]","[1, 14, 87, 106, 129, 142, 167, 209, 222, 276, 301, 322, 343, 368, 381, 402, 430, 437, 452, 473, 480, 497, 518, 541, 586, 601, 616, 631, 646, 674]",0.008389821379540589,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.35, 0.85, 0.9, 0.85, 0.85, 0.9, 0.8, 0.8, 0.7, 0.6, 0.7, 0.8, 0.8, 0.8, 0.85, 0.75, 0.8, 0.8, 0.8, 0.8, 0.85, 0.8, 0.75, 0.75, 0.75, 0.7, 0.75, 0.8, 0.85, 0.9, 0.9, 0.9, 0.95, 0.9, 0.75, 0.7, 0.6, 0.6, 0.6]","[1, 14, 27, 40, 53, 60, 87, 106, 129, 142, 167, 192, 209, 222, 249, 276, 301, 322, 343, 350, 357, 368, 381, 402, 409, 416, 423, 430, 437, 452, 459, 466, 473, 480, 497, 518, 541, 556, 571, 586, 601, 616, 631, 646, 659, 674]",Old result good enough
109,PT,Portugal,"[0.0, 1.0, 0.2, 0.8, 0.9, 0.85, 0.9, 0.8, 0.85, 0.7, 0.65, 0.7, 0.55, 0.75, 0.6, 0.8, 0.9, 0.95, 0.9, 0.75, 0.85, 0.8, 0.75, 0.55, 0.35, 0.3, 0.4, 0.65, 0.7, 0.65]","[1, 14, 91, 114, 135, 156, 177, 202, 225, 244, 271, 290, 313, 334, 381, 412, 429, 450, 457, 484, 499, 514, 529, 544, 559, 574, 587, 608, 623, 664]",0.012933858979813442,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.8, 0.9, 0.85, 0.9, 0.8, 0.85, 0.7, 0.65, 0.7, 0.55, 0.75, 0.75, 0.75, 0.6, 0.6, 0.6, 0.8, 0.9, 0.9, 0.95, 0.9, 0.85, 0.85, 0.8, 0.8, 0.7, 0.45, 0.35, 0.35, 0.4, 0.55, 0.65, 0.7, 0.7, 0.65, 0.8]","[1, 14, 27, 40, 53, 64, 91, 114, 135, 156, 177, 202, 225, 244, 271, 290, 313, 334, 345, 354, 381, 388, 395, 412, 429, 436, 451, 458, 473, 488, 503, 518, 533, 548, 563, 578, 585, 600, 615, 630, 645, 660, 675]",Old result good enough
110,ML,Mali,"[0.0, 1.0, 0.05, 0.85, 0.95, 1.0, 0.95, 0.85, 0.9, 0.8, 0.75, 0.65, 0.7, 0.9, 0.95, 0.85, 0.75, 0.9, 1.0, 0.95, 0.9, 0.85, 0.9, 0.85, 0.75]","[1, 14, 104, 127, 179, 198, 225, 252, 290, 309, 324, 349, 356, 377, 390, 447, 468, 494, 513, 538, 565, 618, 639, 652, 679]",0.017638852691084374,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.05, 0.85, 0.85, 0.95, 1.0, 0.95, 0.85, 0.85, 0.9, 0.8, 0.75, 0.65, 0.7, 0.9, 0.95, 0.95, 0.95, 0.95, 0.85, 0.75, 0.9, 1.0, 0.95, 0.9, 0.9, 0.9, 0.8, 0.9, 0.85, 0.75]","[1, 14, 27, 40, 53, 66, 77, 104, 127, 154, 179, 198, 225, 252, 279, 290, 309, 324, 349, 356, 377, 390, 397, 404, 419, 446, 471, 494, 513, 538, 565, 580, 595, 622, 637, 656, 681]",Old result retained on extend - better than new 
111,RO,Romania,"[0.0, 1.0, 0.25, 0.75, 0.85, 0.9, 0.8, 0.85, 0.8, 0.75, 0.8, 0.75, 0.85, 0.75, 0.9, 1.0, 0.7, 0.5, 0.65, 0.75]","[1, 14, 93, 114, 135, 152, 184, 259, 282, 305, 343, 425, 502, 528, 563, 578, 605, 628, 655, 683]",0.006339314959582341,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 0.75, 0.85, 0.9, 0.9, 0.8, 0.8, 0.8, 0.85, 0.8, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.85, 0.85, 0.75, 0.75, 0.75, 0.9, 1.0, 0.7, 0.5, 0.65, 0.65, 0.75]","[1, 14, 27, 40, 53, 66, 93, 114, 135, 152, 161, 184, 211, 234, 259, 282, 305, 322, 343, 350, 357, 364, 371, 378, 393, 400, 425, 440, 447, 454, 461, 468, 477, 502, 509, 528, 535, 542, 563, 578, 605, 628, 655, 664, 683]",Old result good enough
112,RU,Russia,"[0.0, 1.0, 0.6, 0.35, 0.75, 0.8, 0.85, 0.8, 0.75, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.85, 0.8, 0.75, 0.8, 0.85, 0.8, 0.75]","[1, 14, 93, 112, 133, 165, 211, 254, 292, 313, 389, 396, 432, 447, 468, 501, 518, 537, 564, 573, 598, 609, 684]",0.008566194446224189,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 0.35, 0.75, 0.75, 0.8, 0.8, 0.8, 0.8, 0.85, 0.85, 0.85, 0.8, 0.8, 0.75, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.85, 0.8, 0.8, 0.8, 0.8, 0.85, 0.8, 0.85, 0.85, 0.85, 0.8, 0.85, 0.8, 0.75, 0.8, 0.8, 0.8, 0.85, 0.8, 0.8, 0.8, 0.8, 0.8, 0.75]","[1, 14, 27, 40, 53, 66, 93, 112, 133, 142, 165, 172, 179, 186, 211, 224, 231, 254, 265, 292, 313, 332, 339, 346, 361, 368, 375, 382, 389, 396, 403, 410, 417, 432, 447, 468, 475, 482, 501, 518, 537, 564, 573, 580, 587, 598, 609, 616, 623, 650, 659, 684]",Old result good enough
113,RW,Rwanda,"[0.0, 1.0, 0.55, 1.0, 0.55, 0.85, 0.9, 0.85, 0.8, 0.9, 0.65, 0.85, 0.95, 0.85, 0.9, 0.75, 0.6, 0.8, 0.9, 0.85, 0.9, 0.95]","[1, 14, 165, 190, 215, 257, 274, 297, 315, 349, 370, 391, 421, 449, 472, 528, 549, 572, 589, 626, 643, 662]",0.008336783240738336,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 1.0, 0.55, 0.55, 0.85, 0.9, 0.85, 0.85, 0.8, 0.8, 0.9, 0.65, 0.85, 0.85, 0.95, 0.95, 0.85, 0.9, 0.9, 0.9, 0.9, 0.75, 0.6, 0.8, 0.9, 0.9, 0.9, 0.85, 0.9, 0.95, 1.0]","[1, 14, 27, 40, 53, 66, 79, 92, 105, 118, 131, 138, 165, 190, 215, 238, 257, 274, 297, 304, 315, 322, 349, 370, 391, 398, 421, 428, 449, 472, 479, 486, 501, 528, 549, 572, 589, 596, 603, 626, 643, 662, 679]",Old result good enough
